product,Cadereyta total libreImpuestos,Cadereyta Ctdad Ordenada,Coahuila total libreImpuestos,Coahuila Ctdad Ordenada,Durango total libreImpuestos,Durango Ctdad Ordenada,Expos F total libreImpuestos,Expos F Ctdad Ordenada,Laredo total libreImpuestos,Laredo Ctdad Ordenada,Monterrey total libreImpuestos,Monterrey Ctdad Ordenada,Online total libreImpuestos,Online Ctdad Ordenada,Queretaro total libreImpuestos,Queretaro Ctdad Ordenada,Reynosa total libreImpuestos,Reynosa Ctdad Ordenada,San Luis total libreImpuestos,San Luis Ctdad Ordenada,Total libreImpuestos,Ctdad Ordenada,fecha
Producto 15,,,,,,,,,,,26705.49,3.5,,,,,,,41267.345,3.5,67972.835,7,11 jun 2022
Producto 30,,,,,,,,,,,11528.895,3.5,,,,,,,,,11528.895,3.5,11 jun 2022
Producto 17,,,,,,,,,,,,,,,,,,,0,3.5,0,3.5,11 jun 2022
Producto 71,,,,,,,,,,,19632.445,3.5,,,44663.81500000001,7,,,,,64296.26,10.5,11 jun 2022
Producto 72,,,,,,,,,,,,,,,28746.865,3.5,,,,,28746.865,3.5,11 jun 2022
Producto 134,,,,,,,,,,,70893.72499999999,7,,,,,,,,,70893.72499999999,7,11 jun 2022
Producto 18,,,,,,,,,,,46973.185,7,,,,,,,,,46973.185,7,11 jun 2022
Producto 123,,,,,,,,,,,,,18100.425,3.5,,,,,,,18100.425,3.5,11 jun 2022
Producto 276,,,,,,,,,,,17005.765,3.5,,,,,,,,,17005.765,3.5,11 jun 2022
,,,20340.075,7,,,,,9722.300000000001,3.5,37948.82,14,,,,,,,,,68011.195,24.5,11 jun 2022
,,,,,,,,,,,34620.25,10.5,,,,,,,,,34620.25,10.5,11 jun 2022
,,,,,,,,,,,13350.19,3.5,,,,,,,,,13350.19,3.5,11 jun 2022
,,,18867.73,3.5,,,,,,,,,,,,,,,,,18867.73,3.5,11 jun 2022
Producto 21,,,,,,,,,,,7129.185,3.5,,,,,,,,,7129.185,3.5,11 jun 2022
Producto 64,,,,,,,,,,,,,,,11625.075,3.5,,,,,11625.075,3.5,11 jun 2022
,,,,,,,,,9237.025,3.5,51314.865,21,,,,,,,,,60551.89,24.5,11 jun 2022
,,,,,,,,,,,28208.25,10.5,,,,,,,,,28208.25,10.5,11 jun 2022
Producto 73,,,,,,,,,,,48986.735,3.5,,,,,,,,,48986.735,3.5,11 jun 2022
Producto 22,,,,,,,,,,,,,29442.245,3.5,25172.385,3.5,,,,,54614.63,7,11 jun 2022
Producto 50,,,,,,,,,,,32403.035,3.5,,,,,,,,,32403.035,3.5,11 jun 2022
Producto 36,,,,,,,,,,,,,,,,,41481.72,3.5,,,41481.72,3.5,11 jun 2022
Producto 189,,,,,85722.735,3.5,,,,,,,,,,,,,,,85722.735,3.5,11 jun 2022
Producto 52,,,,,,,,,,,,,,,,,,,12740.805,3.5,12740.805,3.5,11 jun 2022
Producto 38,,,,,,,,,,,11889.115,3.5,,,,,,,12105.205,3.5,23994.32,7,11 jun 2022
Producto 248,,,,,,,,,,,9619.855000000001,3.5,,,,,,,,,9619.855000000001,3.5,11 jun 2022
Producto 53,,,,,,,,,,,,,,,,,,,18460.12,3.5,18460.12,3.5,11 jun 2022
Producto 40,,,,,,,,,,,25683.21,3.5,,,,,,,21671.965,3.5,47355.175,7,11 jun 2022
Producto 277,,,,,,,,,,,26027.015,3.5,,,,,,,,,26027.015,3.5,11 jun 2022
Producto 128,,,,,,,,,,,77384.685,3.5,,,81253.935,3.5,,,,,158638.62,7,11 jun 2022
Producto 43,,,65184,3.5,,,,,,,,,,,54801.11,3.5,,,,,119985.11,7,11 jun 2022
Producto 23,,,,,,,,,97005.37,3.5,,,,,,,,,,,97005.37,3.5,11 jun 2022
Producto 175,,,231538.405,3.5,,,,,,,,,,,,,,,,,231538.405,3.5,11 jun 2022
Producto 278,,,0,0,,,,,,,,,,,,,,,,,0,0,11 jun 2022
,,,,,,,,,,,,,,,55821.605,3.5,,,,,55821.605,3.5,11 jun 2022
Producto 2,,,,,,,,,,,,,,,17206.49,3.5,,,,,17206.49,3.5,12 jun 2022
Producto 7,,,,,,,,,,,81511.955,14,,,,,,,,,81511.955,14,12 jun 2022
Producto 8,,,27085.065,3.5,,,,,29091.37,3.5,24505.565,3.5,,,27085.065,3.5,,,,,107767.065,14,12 jun 2022
Producto 9,,,,,,,,,,,26520.83,3.5,,,,,,,,,26520.83,3.5,12 jun 2022
Producto 10,,,,,,,,,93102.065,7,148033.48,14,,,,,,,,,241135.545,21,12 jun 2022
Producto 279,,,,,,,,,,,27917.785,3.5,,,,,,,,,27917.785,3.5,12 jun 2022
Producto 11,,,,,,,,,,,10316.39,3.5,,,,,,,,,10316.39,3.5,12 jun 2022
Producto 121,,,,,,,,,,,,,,,9667.455,3.5,,,,,9667.455,3.5,12 jun 2022
Producto 12,,,,,,,,,14694.26,3.5,,,,,13680.87,3.5,,,,,28375.13,7,12 jun 2022
Producto 13,,,,,,,,,,,43190.735,7,,,,,,,,,43190.735,7,12 jun 2022
Producto 94,,,,,,,,,,,,,,,8750.63,3.5,,,,,8750.63,3.5,12 jun 2022
Producto 69,,,,,,,,,,,22151.395,3.5,,,,,,,,,22151.395,3.5,12 jun 2022
Producto 28,,,,,,,,,,,46338.18,7,,,,,,,,,46338.18,7,12 jun 2022
Producto 29,29737.435,3.5,,,,,,,,,,,,,,,,,,,29737.435,3.5,12 jun 2022
Producto 15,,,,,,,,,,,40665.52,3.5,,,,,,,,,40665.52,3.5,12 jun 2022
Producto 31,,,,,,,,,,,45679.13,7,,,,,,,,,45679.13,7,12 jun 2022
Producto 17,,,,,,,,,,,,,,,41422.36,3.5,,,,,41422.36,3.5,12 jun 2022
Producto 71,,,,,,,,,,,43685.075,7,,,,,,,,,43685.075,7,12 jun 2022
,,,,,,,,,,,55696.41,21,,,,,,,,,55696.41,21,12 jun 2022
,,,11686.85,3.5,,,,,,,,,26829.32,7,,,,,,,38516.17000000001,10.5,12 jun 2022
,,,15985.795,3.5,,,,,,,,,,,,,,,,,15985.795,3.5,12 jun 2022
Producto 236,,,17391.395,3.5,,,,,,,,,,,,,,,,,17391.395,3.5,12 jun 2022
Producto 21,,,,,,,,,,,5908.98,3.5,,,,,16080.26,7,,,21989.24,10.5,12 jun 2022
,,,,,,,,,,,8190.49,3.5,,,,,,,17199.98,7,25390.47,10.5,12 jun 2022
,,,,,,,,,,,,,,,41354.845,14,,,,,41354.845,14,12 jun 2022
Producto 101,,,,,,,,,,,,,,,,,28193.69,3.5,,,28193.69,3.5,12 jun 2022
Producto 176,,,89228.65000000001,3.5,,,,,,,,,,,,,,,,,89228.65000000001,3.5,12 jun 2022
Producto 247,,,,,,,,,,,40445.23,7,,,,,,,,,40445.23,7,12 jun 2022
Producto 118,,,,,,,,,,,33988.395,3.5,,,,,,,,,33988.395,3.5,12 jun 2022
Producto 52,,,,,,,,,,,10823.26,3.5,,,,,,,10227.98,3.5,21051.24,7,12 jun 2022
Producto 38,,,,,,,,,,,10812.83,3.5,,,,,,,,,10812.83,3.5,12 jun 2022
Producto 280,,,,,,,,,,,,,,,,,,,20881.56,3.5,20881.56,3.5,12 jun 2022
Producto 53,,,,,,,,,,,19008.92,3.5,,,,,,,18961.39,3.5,37970.31,7,12 jun 2022
Producto 40,,,,,,,,,,,19358.22,3.5,,,,,,,,,19358.22,3.5,12 jun 2022
Producto 226,,,,,,,,,,,,,,,,,,,36510.95,3.5,36510.95,3.5,12 jun 2022
Producto 256,,,,,,,,,,,,,,,,,,,49362.565,3.5,49362.565,3.5,12 jun 2022
Producto 207,,,41918.24,3.5,,,,,,,,,,,,,,,,,41918.24,3.5,12 jun 2022
Producto 43,,,57685.355,3.5,,,,,,,,,,,,,,,,,57685.355,3.5,12 jun 2022
Producto 23,,,,,,,,,,,69343.36499999999,3.5,,,,,,,,,69343.36499999999,3.5,12 jun 2022
Producto 60,,,,,,,,,,,109530.365,7,,,,,,,,,109530.365,7,12 jun 2022
Producto 281,,,,,,,,,,,107516.78,3.5,,,,,,,,,107516.78,3.5,12 jun 2022
Producto 184,,,,,,,,,,,229301.31,3.5,,,,,,,,,229301.31,3.5,12 jun 2022
Producto 274,,,,,,,,,,,108043.425,3.5,,,,,,,,,108043.425,3.5,12 jun 2022
Producto 81,,,,,,,,,,,7811.650000000001,3.5,,,,,,,,,7811.650000000001,3.5,13 jun 2022
Producto 1,,,,,,,,,,,10011.995,3.5,,,,,,,,,10011.995,3.5,13 jun 2022
Producto 25,,,,,,,,,,,,,,,19500.915,3.5,,,,,19500.915,3.5,13 jun 2022
Producto 46,,,33917.38,3.5,,,,,,,33069.435,3.5,,,,,,,,,66986.815,7,13 jun 2022
Producto 3,,,21326.13,3.5,,,,,,,22025.395,3.5,,,21985.705,3.5,,,,,65337.23,10.5,13 jun 2022
Producto 93,,,,,,,,,,,106053.045,10.5,,,,,,,,,106053.045,10.5,13 jun 2022
Producto 77,,,,,,,,,,,45523.94,3.5,,,,,,,,,45523.94,3.5,13 jun 2022
Producto 8,,,,,,,,,,,,,,,27085.065,3.5,29091.37,3.5,27085.065,3.5,83261.5,10.5,13 jun 2022
Producto 9,,,97797.455,10.5,,,,,33140.835,3.5,26520.83,3.5,,,,,,,,,157459.12,17.5,13 jun 2022
Producto 130,,,,,,,,,,,26156.025,3.5,,,,,,,,,26156.025,3.5,13 jun 2022
Producto 10,,,,,,,,,,,37931.705,3.5,,,,,,,,,37931.705,3.5,13 jun 2022
Producto 11,,,19611.445,7,,,,,,,10728.69,3.5,,,,,,,,,30340.135,10.5,13 jun 2022
Producto 12,,,12372.99,3.5,,,,,,,41681.92000000001,10.5,,,,,,,12996.83,3.5,67051.73999999999,17.5,13 jun 2022
Producto 13,,,,,20902.665,3.5,,,,,,,,,,,,,,,20902.665,3.5,13 jun 2022
Producto 69,,,,,,,,,,,51816.135,7,,,,,,,,,51816.135,7,13 jun 2022
Producto 28,,,,,,,,,,,49976.395,7,,,,,,,,,49976.395,7,13 jun 2022
Producto 29,,,29663.095,3.5,,,,,,,33945.905,3.5,,,,,,,,,63609,7,13 jun 2022
Producto 16,,,,,,,,,,,27313.3,3.5,,,,,,,,,27313.3,3.5,13 jun 2022
Producto 169,,,,,,,,,,,40140.905,3.5,,,,,,,,,40140.905,3.5,13 jun 2022
Producto 32,,,,,,,,,,,5309.535,3.5,,,,,,,,,5309.535,3.5,13 jun 2022
Producto 61,,,,,,,,,,,7887.950000000001,3.5,,,,,,,,,7887.950000000001,3.5,13 jun 2022
Producto 72,,,,,,,,,,,,,,,30259.845,3.5,,,,,30259.845,3.5,13 jun 2022
Producto 19,,,,,,,,,,,38240.37,3.5,,,,,,,,,38240.37,3.5,13 jun 2022
Producto 282,,,22758.47,3.5,,,,,,,,,,,,,,,,,22758.47,3.5,13 jun 2022
,,,19110.735,7,,,,,,,,,,,,,,,,,19110.735,7,13 jun 2022
,,,12341.49,3.5,,,,,,,,,,,,,,,,,12341.49,3.5,13 jun 2022
,,,,,,,,,,,,,17598.98,3.5,,,,,,,17598.98,3.5,13 jun 2022
Producto 236,,,16191.35,3.5,,,,,,,,,,,,,,,,,16191.35,3.5,13 jun 2022
Producto 21,,,,,,,,,32160.555,14,,,,,,,,,,,32160.555,14,13 jun 2022
,,,,,,,,,,,,,,,34399.96,14,,,,,34399.96,14,13 jun 2022
,,,,,,,,,,,,,,,,,,,39108.23,14,39108.23,14,13 jun 2022
Producto 91,,,,,,,,,,,19878.215,3.5,,,,,,,,,19878.215,3.5,13 jun 2022
Producto 22,,,,,,,,,,,22954.855,3.5,,,25172.385,3.5,,,,,48127.24000000001,7,13 jun 2022
Producto 50,,,,,,,,,,,,,,,29089.795,3.5,,,,,29089.795,3.5,13 jun 2022
Producto 36,,,,,,,,,,,32719.33,7,,,38066.805,3.5,,,,,70786.13500000001,10.5,13 jun 2022
Producto 117,,,,,,,,,,,38203.41,3.5,,,,,,,,,38203.41,3.5,13 jun 2022
,,,,,,,,,,,,,,,90071.27500000001,3.5,,,,,90071.27500000001,3.5,13 jun 2022
Producto 52,,,,,,,,,,,16768.045,7,,,,,,,,,16768.045,7,13 jun 2022
Producto 66,,,,,,,,,26615.295,3.5,20177.815,3.5,,,,,,,,,46793.11,7,13 jun 2022
Producto 53,,,,,,,,,,,32722.515,7,,,,,,,,,32722.515,7,13 jun 2022
Producto 67,,,,,,,,,30624.86,3.5,23219.98,3.5,,,,,,,,,53844.84,7,13 jun 2022
Producto 255,,,,,,,,,,,27906.48,3.5,,,,,,,,,27906.48,3.5,13 jun 2022
Producto 128,,,,,,,,,,,90508.355,3.5,,,,,,,,,90508.355,3.5,13 jun 2022
Producto 42,,,58126.46000000001,3.5,,,,,,,,,,,,,,,,,58126.46000000001,3.5,13 jun 2022
Producto 207,,,,,,,,,,,39906.02,3.5,,,,,,,,,39906.02,3.5,13 jun 2022
Producto 43,,,,,,,,,,,,,,,57685.355,3.5,,,,,57685.355,3.5,13 jun 2022
Producto 151,,,56040.88,3.5,,,,,,,,,,,,,,,,,56040.88,3.5,13 jun 2022
Producto 23,,,,,,,,,,,101168.445,3.5,,,,,,,,,101168.445,3.5,13 jun 2022
Producto 162,,,249181.73,3.5,,,,,,,243797.82,3.5,,,,,,,,,492979.5499999999,7,13 jun 2022
Producto 81,,,,,,,,,8809.779999999999,3.5,7811.650000000001,3.5,,,,,,,,,16621.43,7,14 jun 2022
Producto 1,,,,,,,,,,,28390.46,7,,,,,,,,,28390.46,7,14 jun 2022
Producto 133,,,,,,,,,,,47907.44,10.5,,,,,,,,,47907.44,10.5,14 jun 2022
Producto 2,,,,,,,,,,,16387.105,3.5,,,,,,,,,16387.105,3.5,14 jun 2022
Producto 3,,,,,,,,,,,,,,,,,,,20886.425,3.5,20886.425,3.5,14 jun 2022
Producto 8,,,28510.615,3.5,,,,,,,,,,,,,,,,,28510.615,3.5,14 jun 2022
Producto 9,,,,,,,,,,,,,,,,,,,30083.865,3.5,30083.865,3.5,14 jun 2022
Producto 10,,,37836.855,3.5,,,,,,,80020.36,7,,,,,,,,,117857.215,10.5,14 jun 2022
Producto 11,,,,,,,,,14151.585,3.5,12548.2,3.5,,,,,,,,,26699.785,7,14 jun 2022
Producto 12,,,,,,,,,,,13029.415,3.5,,,,,,,13680.87,3.5,26710.285,7,14 jun 2022
Producto 13,,,,,20902.665,3.5,,,,,,,,,,,,,,,20902.665,3.5,14 jun 2022
Producto 28,,,,,,,,,,,46338.18,7,,,30560.775,3.5,,,,,76898.955,10.5,14 jun 2022
Producto 30,,,,,,,,,,,,,,,24150.63,3.5,,,,,24150.63,3.5,14 jun 2022
Producto 16,,,,,,,,,,,14260.82,3.5,,,,,,,,,14260.82,3.5,14 jun 2022
Producto 71,,,,,,,,,,,43627.64,7,,,,,,,,,43627.64,7,14 jun 2022
Producto 19,,,,,,,,,,,,,42383.11,3.5,,,,,,,42383.11,3.5,14 jun 2022
,,,,,,,,,,,43322.3,17.5,,,,,,,,,43322.3,17.5,14 jun 2022
,,,11590.25,3.5,,,,,,,21845.25,7,,,,,,,,,33435.5,10.5,14 jun 2022
,,,,,,,,,,,13350.19,3.5,,,,,,,,,13350.19,3.5,14 jun 2022
,,,,,,,,,,,17598.98,3.5,,,,,,,,,17598.98,3.5,14 jun 2022
Producto 21,,,,,,,,,,,11227.02,7,,,,,,,,,11227.02,7,14 jun 2022
,,,18105.22,7,,,,,,,,,,,17199.98,7,9237.025,3.5,8230.18,3.5,52772.405,21,14 jun 2022
,,,9959.355000000001,3.5,,,,,,,,,,,21579.25,7,,,,,31538.605,10.5,14 jun 2022
Producto 91,,,,,,,,,,,38563.77,7,,,41744.29,7,,,,,80308.06,14,14 jun 2022
Producto 22,,,,,,,,,,,28039.445,3.5,,,26497.275,3.5,,,,,54536.72000000001,7,14 jun 2022
,,,,,,,,,,,,,,,,,37935.345,3.5,,,37935.345,3.5,14 jun 2022
Producto 118,,,,,,,,,,,41740.195,3.5,,,,,,,32832.8,3.5,74572.995,7,14 jun 2022
Producto 52,,,,,,,,,,,9253.895,3.5,,,,,,,,,9253.895,3.5,14 jun 2022
Producto 66,,,,,,,,,,,,,,,,,,,24779.755,3.5,24779.755,3.5,14 jun 2022
Producto 53,,,,,,,,,,,18058.46,3.5,,,,,,,,,18058.46,3.5,14 jun 2022
Producto 67,,,,,,,,,,,,,,,,,,,28512.82,3.5,28512.82,3.5,14 jun 2022
Producto 75,,,,,,,,,,,77734.79,3.5,,,,,,,,,77734.79,3.5,14 jun 2022
Producto 54,,,,,,,,,,,,,,,95330.55,3.5,,,,,95330.55,3.5,14 jun 2022
Producto 76,,,,,,,,,,,,,,,59269.91,3.5,,,,,59269.91,3.5,14 jun 2022
Producto 128,,,,,,,,,,,143161.62,7,,,,,,,,,143161.62,7,14 jun 2022
Producto 42,,,,,,,,,,,,,,,,,,,56772.87,3.5,56772.87,3.5,14 jun 2022
Producto 23,,,,,,,,,,,,,,,90823.95,3.5,,,,,90823.95,3.5,14 jun 2022
Producto 60,,,,,,,,,,,51076.305,3.5,,,,,,,,,51076.305,3.5,14 jun 2022
Producto 1,,,,,,,,,,,20023.99,7,,,,,,,,,20023.99,7,15 jun 2022
Producto 133,,,,,,,,,,,14661.255,3.5,,,,,,,,,14661.255,3.5,15 jun 2022
Producto 2,,,,,,,,,,,,,,,17206.49,3.5,,,36470.665,7,53677.155,10.5,15 jun 2022
Producto 182,,,,,,,,,,,21357.7,3.5,,,,,,,,,21357.7,3.5,15 jun 2022
Producto 8,,,,,,,,,,,,,31678.43,3.5,,,29091.37,3.5,,,60769.8,7,15 jun 2022
Producto 9,,,,,,,,,,,,,,,,,36823.15,3.5,,,36823.15,3.5,15 jun 2022
Producto 10,,,44719.465,3.5,,,,,,,,,,,,,45030.02,3.5,,,89749.485,7,15 jun 2022
Producto 11,,,23730.945,7,,,,,,,,,,,,,,,,,23730.945,7,15 jun 2022
Producto 12,,,,,,,,,12963.3,3.5,37310.875,10.5,,,,,,,12747.77,3.5,63021.945,17.5,15 jun 2022
Producto 47,,,17757.355,3.5,,,,,,,,,,,,,,,,,17757.355,3.5,15 jun 2022
Producto 13,,,,,,,,,22450.995,3.5,,,,,,,,,,,22450.995,3.5,15 jun 2022
Producto 27,,,,,,,,,,,12775,3.5,,,,,,,,,12775,3.5,15 jun 2022
Producto 28,,,,,,,,,,,24885.175,3.5,,,22825.6,3.5,,,,,47710.775,7,15 jun 2022
Producto 29,,,58500.575,7,,,,,,,55503.735,7,,,,,,,,,114004.31,14,15 jun 2022
Producto 15,,,,,,,,,,,40665.52,3.5,,,,,,,,,40665.52,3.5,15 jun 2022
Producto 17,,,,,,,,,,,41526.17000000001,3.5,,,41422.36,3.5,,,,,82948.53,7,15 jun 2022
Producto 98,,,,,,,,,,,23594.655,3.5,,,,,,,,,23594.655,3.5,15 jun 2022
Producto 20,,,,,,,,,,,,,,,60548.145,3.5,,,,,60548.145,3.5,15 jun 2022
,,,,,,,,,,,47585.825,17.5,,,,,,,,,47585.825,17.5,15 jun 2022
,,,,,,,,,,,43342.32,14,13414.66,3.5,56728.525,17.5,,,,,113485.505,35,15 jun 2022
,,,,,,,,,,,39184.46,10.5,,,27598.06,7,,,,,66782.52,17.5,15 jun 2022
Producto 21,,,,,,,,,,,,,,,,,,,7332.324999999999,3.5,7332.324999999999,3.5,15 jun 2022
Producto 64,,,,,,,,,,,,,,,,,,,8123.115,3.5,8123.115,3.5,15 jun 2022
Producto 202,,,,,,,,,,,,,,,9630.67,3.5,,,,,9630.67,3.5,15 jun 2022
,,,,,,,,,,,32113.375,14,,,,,,,,,32113.375,14,15 jun 2022
,,,,,,,,,,,32220.23,10.5,,,,,,,,,32220.23,10.5,15 jun 2022
Producto 22,,,,,,,,,,,23973.705,3.5,,,,,,,,,23973.705,3.5,15 jun 2022
Producto 50,,,,,,,,,,,27704.565,3.5,,,,,,,,,27704.565,3.5,15 jun 2022
Producto 36,,,,,,,,,,,38268.23,3.5,,,,,,,,,38268.23,3.5,15 jun 2022
Producto 247,,,,,,,,,,,23652.16,3.5,,,,,,,,,23652.16,3.5,15 jun 2022
Producto 135,,,,,,,,,,,29739.22,3.5,,,,,,,,,29739.22,3.5,15 jun 2022
Producto 127,,,,,,,,,,,59482.78000000001,3.5,,,,,,,,,59482.78000000001,3.5,15 jun 2022
Producto 54,,,,,,,,,,,81850.86,3.5,,,,,,,,,81850.86,3.5,15 jun 2022
Producto 23,,,,,,,,,,,82174.05,3.5,,,,,,,,,82174.05,3.5,15 jun 2022
Producto 59,,,,,,,,,,,27311.725,3.5,,,,,,,,,27311.725,3.5,15 jun 2022
Producto 1,,,,,,,,,,,,,,,12743.78,3.5,,,,,12743.78,3.5,16 jun 2022
Producto 3,,,43971.41,7,,,,,,,42979.57999999999,7,,,,,,,43971.41,7,130922.4,21,16 jun 2022
Producto 10,,,39828.285,3.5,,,,,,,75863.41,7,,,,,,,,,115691.695,10.5,16 jun 2022
Producto 11,,,,,,,,,,,,,,,,,24306.205,7,,,24306.205,7,16 jun 2022
Producto 12,,,14909.685,3.5,,,,,26699.505,7,40770.1,10.5,,,13418.685,3.5,,,,,95797.97499999999,24.5,16 jun 2022
Producto 27,,,17142.895,3.5,,,,,32230.695,7,,,,,,,,,,,49373.59,10.5,16 jun 2022
Producto 28,,,18207.805,3.5,,,,,,,,,,,,,,,,,18207.805,3.5,16 jun 2022
Producto 29,,,,,,,,,,,20928.67,3.5,,,,,,,,,20928.67,3.5,16 jun 2022
Producto 31,,,,,,,,,,,31946.425,3.5,,,,,,,,,31946.425,3.5,16 jun 2022
Producto 72,,,,,,,,,,,54604.27,7,,,33528.95,3.5,,,,,88133.22,10.5,16 jun 2022
Producto 134,,,,,,,,,,,,,,,,,,,33772.515,3.5,33772.515,3.5,16 jun 2022
Producto 19,,,,,,,,,,,,,,,44613.765,3.5,,,,,44613.765,3.5,16 jun 2022
,,,,,,,,,,,9170,3.5,,,,,,,,,9170,3.5,16 jun 2022
,,,,,,,,,,,10806.565,3.5,,,,,,,,,10806.565,3.5,16 jun 2022
,,,,,,,,,,,16992.78,3.5,,,,,,,,,16992.78,3.5,16 jun 2022
Producto 236,,,17391.395,3.5,,,,,,,,,,,,,,,,,17391.395,3.5,16 jun 2022
,,,,,,,,,,,9579.5,3.5,,,,,,,,,9579.5,3.5,16 jun 2022
,,,,,,,,,,,30563.995,10.5,,,,,,,,,30563.995,10.5,16 jun 2022
,,,,,15087.66,3.5,,,,,,,,,16886.03,3.5,,,,,31973.69,7,16 jun 2022
Producto 91,,,,,,,,,,,19570.145,3.5,,,,,,,,,19570.145,3.5,16 jun 2022
Producto 22,,,,,,,,,,,52013.15,7,,,,,,,,,52013.15,7,16 jun 2022
Producto 50,,,,,,,,,,,129612.105,14,,,,,,,,,129612.105,14,16 jun 2022
Producto 80,,,,,,,,,,,37476.74,3.5,,,,,,,,,37476.74,3.5,16 jun 2022
,,,,,,,,,,,70852.67000000001,10.5,,,,,,,,,70852.67000000001,10.5,16 jun 2022
Producto 52,,,,,,,,,,,19423.425,7,,,,,,,,,19423.425,7,16 jun 2022
Producto 66,,,,,,,,,,,20177.815,3.5,,,,,,,,,20177.815,3.5,16 jun 2022
Producto 53,,,,,,,,,,,37903.775,7,,,,,,,,,37903.775,7,16 jun 2022
Producto 67,,,,,,,,,,,23217.565,3.5,,,,,,,,,23217.565,3.5,16 jun 2022
Producto 283,,,,,,,,,,,39699.66,3.5,,,,,,,,,39699.66,3.5,16 jun 2022
Producto 56,,,,,,,,,,,91133.77,3.5,,,,,,,,,91133.77,3.5,16 jun 2022
Producto 59,,,,,,,,,,,27311.725,3.5,,,,,,,,,27311.725,3.5,16 jun 2022
Producto 261,,,,,,,,,,,141829.03,7,,,,,,,,,141829.03,7,16 jun 2022
Producto 284,,,,,,,,,,,144831.54,7,,,,,,,,,144831.54,7,16 jun 2022
Producto 1,,,,,,,,,,,,,,,14904.995,3.5,,,,,14904.995,3.5,17 jun 2022
Producto 92,,,,,,,,,,,,,,,,,,,15930.495,3.5,15930.495,3.5,17 jun 2022
Producto 208,,,,,,,,,,,5714.66,3.5,,,,,,,,,5714.66,3.5,17 jun 2022
Producto 3,,,,,,,,,,,20938.785,3.5,,,,,,,20666.555,3.5,41605.34,7,17 jun 2022
Producto 26,,,,,,,,,,,,,,,,,,,52767.785,3.5,52767.785,3.5,17 jun 2022
Producto 7,,,21031.01,3.5,,,,,,,70279.02,10.5,,,21031.01,3.5,,,,,112341.04,17.5,17 jun 2022
Producto 8,,,54170.13,7,,,,,,,25795.315,3.5,,,,,,,,,79965.445,10.5,17 jun 2022
Producto 9,,,29312.5,3.5,,,,,,,,,,,,,,,,,29312.5,3.5,17 jun 2022
Producto 10,,,,,,,,,,,36205.82,3.5,,,,,,,,,36205.82,3.5,17 jun 2022
Producto 11,10408.685,3.5,,,,,,,,,,,,,37616.355,10.5,24199.21,7,,,72224.25,21,17 jun 2022
Producto 12,,,12747.77,3.5,,,,,,,12140.73,3.5,,,,,,,,,24888.5,7,17 jun 2022
Producto 47,,,,,,,,,,,18382.35,3.5,,,,,,,,,18382.35,3.5,17 jun 2022
Producto 13,,,19008.15,3.5,,,,,,,19907.3,3.5,,,,,,,,,38915.45,7,17 jun 2022
Producto 27,,,,,,,,,,,,,,,14657.195,3.5,,,,,14657.195,3.5,17 jun 2022
Producto 28,,,,,,,,,,,18586.575,3.5,,,,,,,,,18586.575,3.5,17 jun 2022
Producto 16,,,55178.305,7,,,,,,,,,,,,,,,,,55178.305,7,17 jun 2022
Producto 109,,,,,,,,,,,,,,,7549.395,3.5,,,,,7549.395,3.5,17 jun 2022
Producto 32,,,,,,,,,,,6492.395,3.5,,,,,,,,,6492.395,3.5,17 jun 2022
Producto 285,,,21044.1,3.5,,,,,,,,,,,,,,,,,21044.1,3.5,17 jun 2022
,,,,,,,,,,,20583.605,7,,,,,,,,,20583.605,7,17 jun 2022
,,,,,,,,,,,12639.235,3.5,,,,,,,,,12639.235,3.5,17 jun 2022
Producto 21,,,,,,,,,,,,,,,,,,,6030.43,3.5,6030.43,3.5,17 jun 2022
Producto 64,,,,,,,,,,,,,,,9500.715,3.5,,,7635.74,3.5,17136.455,7,17 jun 2022
,,,,,,,,,,,8190.49,3.5,,,9052.645,3.5,,,,,17243.135,7,17 jun 2022
Producto 176,,,,,,,,,,,66761.52,3.5,,,,,,,,,66761.52,3.5,17 jun 2022
Producto 237,,,38493.875,3.5,,,,,,,,,,,,,,,,,38493.875,3.5,17 jun 2022
Producto 23,,,95604.145,3.5,,,,,93264.46500000001,3.5,66302.73999999999,3.5,,,,,,,,,255171.35,10.5,17 jun 2022
Producto 44,,,,,,,,,,,,,,,,,,,80311.105,3.5,80311.105,3.5,17 jun 2022
Producto 104,,,,,,,,,,,37063.81,3.5,,,,,,,61427.66,7,98491.47,10.5,17 jun 2022
Producto 281,,,,,,,,,,,110576.2,3.5,,,,,,,,,110576.2,3.5,17 jun 2022
Producto 1,,,,,,,,,16009.07,3.5,,,,,,,,,,,16009.07,3.5,18 jun 2022
Producto 194,,,,,,,,,,,,,,,38620.435,3.5,,,,,38620.435,3.5,18 jun 2022
Producto 2,,,,,,,,,,,16387.105,3.5,,,,,,,,,16387.105,3.5,18 jun 2022
Producto 93,,,,,,,,,,,46145.29500000001,3.5,,,,,,,,,46145.29500000001,3.5,18 jun 2022
Producto 7,,,21031.01,3.5,,,,,,,59087.105,10.5,,,,,,,21031.01,3.5,101149.125,17.5,18 jun 2022
Producto 8,,,27085.065,3.5,,,,,,,71607.795,10.5,,,28362.355,3.5,,,,,127055.215,17.5,18 jun 2022
Producto 10,,,,,,,,,,,149662.975,14,,,,,,,,,149662.975,14,18 jun 2022
